timestamp_ms,u,s,ccs,interval_ms,pred_label,true_label_4
0,0.2974,1.0000,0.7918,100,1,1
1000,0.2581,1.0000,0.8193,100,1,1
2000,0.2597,1.0000,0.8182,500,1,1
3000,0.2802,1.0000,0.8039,500,1,1
4000,0.2370,1.0000,0.8341,500,1,1
5000,0.1475,1.0000,0.8967,500,1,1
6000,0.2028,1.0000,0.8581,500,1,1
7000,0.2474,1.0000,0.8268,500,1,1
8000,0.5162,1.0000,0.6387,100,1,1
9000,0.5575,1.0000,0.6098,100,1,1
10000,0.1129,1.0000,0.9210,2000,1,1
11000,0.1053,1.0000,0.9263,2000,1,1
12000,0.2271,1.0000,0.8410,500,1,1
13000,0.4314,1.0000,0.6980,500,1,1
14000,0.3959,1.0000,0.7228,100,1,1
15000,0.3274,1.0000,0.7708,100,1,1
16000,0.4345,1.0000,0.6958,100,1,1
17000,0.6035,1.0000,0.5775,100,1,1
18000,0.6315,1.0000,0.5580,100,1,1
19000,0.1825,1.0000,0.8722,500,1,1
20000,0.0472,1.0000,0.9670,500,1,1
21000,0.3792,1.0000,0.7346,100,1,1
22000,0.4017,1.0000,0.7188,100,1,1
23000,0.2882,1.0000,0.7983,100,1,1
24000,0.4938,1.0000,0.6544,100,1,1
25000,0.4468,1.0000,0.6872,100,1,1
26000,0.4980,1.0000,0.6514,100,1,1
27000,0.4946,1.0000,0.6538,100,1,1
28000,0.3056,1.0000,0.7861,100,1,1
29000,0.1642,1.0000,0.8850,500,1,1
30000,0.2195,1.0000,0.8464,500,1,1
31000,0.3602,1.0000,0.7479,100,1,1
32000,0.2213,1.0000,0.8451,100,1,1
33000,0.2994,1.0000,0.7904,100,1,1
34000,0.2314,1.0000,0.8380,500,1,1
35000,0.0901,1.0000,0.9369,500,1,1
36000,0.0655,1.0000,0.9542,2000,1,1
37000,0.0831,1.0000,0.9418,2000,1,1
38000,0.3166,1.0000,0.7784,500,1,1
39000,0.5817,1.0000,0.5928,500,1,1
40000,0.8597,1.0000,0.3982,100,1,1
41000,0.3379,1.0000,0.7635,100,1,1
42000,0.1559,1.0000,0.8909,500,1,1
43000,0.2595,1.0000,0.8183,500,1,1
44000,0.2992,1.0000,0.7906,500,1,1
45000,0.2178,1.0000,0.8475,500,1,1
46000,0.1560,1.0000,0.8908,500,1,1
47000,0.1236,1.0000,0.9135,2000,1,1
48000,0.0940,1.0000,0.9342,2000,1,1
49000,0.0972,1.0000,0.9320,2000,1,1
50000,0.0324,1.0000,0.9773,2000,1,1
51000,0.0326,1.0000,0.9772,2000,1,1
52000,0.2453,1.0000,0.8283,500,1,1
53000,0.1359,1.0000,0.9049,500,1,1
54000,0.1021,1.0000,0.9285,2000,1,1
55000,0.1320,1.0000,0.9076,2000,1,1
56000,0.1892,1.0000,0.8676,2000,1,1
57000,0.3576,1.0000,0.7497,100,1,1
58000,0.7027,1.0000,0.5081,100,1,1
59000,0.1994,1.0000,0.8604,500,1,1
60000,0.0929,1.0000,0.9350,500,1,1
61000,0.3943,0.8000,0.6640,100,3,2
62000,0.4212,0.8000,0.6451,100,3,2
63000,0.4051,0.8000,0.6565,100,3,2
64000,0.4067,0.8000,0.6553,100,3,2
65000,0.4025,1.0000,0.7183,100,3,2
66000,0.4067,1.0000,0.7153,100,3,2
67000,0.3945,1.0000,0.7238,100,3,2
68000,0.4212,1.0000,0.7051,100,3,2
69000,0.4213,1.0000,0.7051,100,3,2
70000,0.4114,1.0000,0.7120,100,3,2
71000,0.4324,1.0000,0.6973,100,3,2
72000,0.4114,1.0000,0.7121,100,3,2
73000,0.4114,1.0000,0.7120,100,3,2
74000,0.4275,1.0000,0.7007,100,3,2
75000,0.4068,1.0000,0.7153,100,3,2
76000,0.4114,1.0000,0.7120,100,3,2
77000,0.4276,1.0000,0.7007,100,3,2
78000,0.4113,1.0000,0.7121,100,3,2
79000,0.4114,1.0000,0.7121,100,3,2
80000,0.3897,1.0000,0.7272,100,3,2
81000,0.4107,1.0000,0.7125,100,3,2
82000,0.3993,1.0000,0.7205,100,3,2
83000,0.4110,1.0000,0.7123,100,3,2
84000,0.4023,1.0000,0.7184,100,3,2
85000,0.3993,1.0000,0.7205,100,3,2
86000,0.3996,1.0000,0.7203,100,3,2
87000,0.4276,1.0000,0.7007,100,3,2
88000,0.4327,1.0000,0.6971,100,3,2
89000,0.4380,1.0000,0.6934,100,3,2
90000,0.4325,1.0000,0.6973,100,3,2
91000,0.4210,1.0000,0.7053,100,3,2
92000,0.4373,1.0000,0.6939,100,3,2
93000,0.4159,1.0000,0.7088,100,3,2
94000,0.4157,1.0000,0.7090,100,3,2
95000,0.3857,1.0000,0.7300,100,3,2
96000,0.4067,1.0000,0.7153,100,3,2
97000,0.4065,1.0000,0.7154,100,3,2
98000,0.4025,1.0000,0.7183,100,3,2
99000,0.4159,1.0000,0.7089,100,3,2
100000,0.4210,1.0000,0.7053,100,3,2
101000,0.4159,1.0000,0.7088,100,3,2
102000,0.4324,1.0000,0.6973,100,3,2
103000,0.4320,1.0000,0.6976,100,3,2
104000,0.4159,1.0000,0.7089,100,3,2
105000,0.4210,1.0000,0.7053,100,3,2
106000,0.4051,1.0000,0.7164,100,3,2
107000,0.4210,1.0000,0.7053,100,3,2
108000,0.4114,1.0000,0.7120,100,3,2
109000,0.4113,1.0000,0.7121,100,3,2
110000,0.4067,1.0000,0.7153,100,3,2
111000,0.4025,1.0000,0.7182,100,3,2
112000,0.4023,1.0000,0.7184,100,3,2
113000,0.4023,1.0000,0.7184,100,3,2
114000,0.3996,1.0000,0.7203,100,3,2
115000,0.4327,1.0000,0.6971,100,3,2
116000,0.4213,1.0000,0.7051,100,3,2
117000,0.4372,1.0000,0.6939,100,3,2
118000,0.4311,1.0000,0.6982,100,3,2
119000,0.4245,1.0000,0.7029,100,3,2
120000,0.4157,1.0000,0.7090,100,3,2
121000,0.4065,1.0000,0.7154,100,3,2
122000,0.4040,1.0000,0.7172,100,3,2
123000,0.4119,1.0000,0.7116,100,3,2
124000,0.3993,1.0000,0.7205,100,3,2
125000,0.4067,1.0000,0.7153,100,3,2
126000,0.4114,1.0000,0.7120,100,3,2
127000,0.4074,1.0000,0.7148,100,3,2
128000,0.3989,1.0000,0.7208,100,3,2
129000,0.4192,1.0000,0.7065,100,3,2
130000,0.4031,1.0000,0.7178,100,3,2
131000,0.4075,1.0000,0.7148,100,3,2
132000,0.4117,1.0000,0.7118,100,3,2
133000,0.3731,1.0000,0.7388,100,3,2
134000,0.3943,1.0000,0.7240,100,3,2
135000,0.3903,1.0000,0.7268,100,3,2
136000,0.3989,1.0000,0.7208,100,3,2
137000,0.4153,1.0000,0.7093,100,3,2
138000,0.3989,1.0000,0.7208,100,3,2
139000,0.4068,1.0000,0.7153,100,3,2
140000,0.4068,1.0000,0.7153,100,3,2
141000,0.3989,1.0000,0.7208,100,3,2
142000,0.3989,1.0000,0.7208,100,3,2
143000,0.3903,1.0000,0.7268,100,3,2
144000,0.4109,1.0000,0.7123,100,3,2
145000,0.4074,1.0000,0.7148,100,3,2
146000,0.4237,1.0000,0.7034,100,3,2
147000,0.4075,1.0000,0.7148,100,3,2
148000,0.4163,1.0000,0.7086,100,3,2
149000,0.3943,1.0000,0.7240,100,3,2
150000,0.3817,1.0000,0.7328,100,3,2
151000,0.4023,1.0000,0.7184,100,3,2
152000,0.3859,1.0000,0.7299,100,3,2
