timestamp_ms,u,s,ccs,interval_ms,pred_label,true_label_4
0,0.4668,1.0000,0.6733,100,3,2
1000,0.4447,1.0000,0.6887,100,3,2
2000,0.4447,1.0000,0.6887,100,3,2
3000,0.4747,1.0000,0.6677,100,3,2
4000,0.5142,1.0000,0.6401,100,3,2
5000,0.5001,1.0000,0.6499,100,3,2
6000,0.4827,1.0000,0.6621,100,3,2
7000,0.4855,1.0000,0.6601,100,3,2
8000,0.5002,1.0000,0.6499,100,3,2
9000,0.4745,1.0000,0.6679,100,3,2
10000,0.4441,1.0000,0.6891,100,3,2
11000,0.4203,1.0000,0.7058,100,3,2
12000,0.4366,1.0000,0.6944,100,3,2
13000,0.4596,1.0000,0.6783,100,3,2
14000,0.4762,1.0000,0.6667,100,3,2
15000,0.4859,1.0000,0.6599,100,3,2
16000,0.4708,1.0000,0.6705,100,3,2
17000,0.4621,1.0000,0.6765,100,3,2
18000,0.4522,1.0000,0.6834,100,3,2
19000,0.4955,1.0000,0.6532,100,3,2
20000,0.5505,1.0000,0.6147,100,3,2
21000,0.4443,1.0000,0.6890,100,3,2
22000,0.5013,1.0000,0.6491,100,3,2
23000,0.5992,1.0000,0.5806,100,3,2
24000,0.5640,1.0000,0.6052,100,3,2
25000,0.5748,1.0000,0.5977,100,3,2
26000,0.5281,1.0000,0.6303,100,3,2
27000,0.4898,1.0000,0.6571,100,3,2
28000,0.4041,1.0000,0.7171,100,3,2
29000,0.4055,1.0000,0.7161,100,3,2
30000,0.5610,1.0000,0.6073,100,3,2
31000,0.6933,1.0000,0.5147,100,3,2
32000,0.7203,1.0000,0.4958,100,3,2
33000,0.6467,1.0000,0.5473,100,3,2
34000,0.5365,1.0000,0.6244,100,3,2
35000,0.4359,1.0000,0.6949,100,3,2
36000,0.3990,1.0000,0.7207,100,3,2
37000,0.4847,1.0000,0.6607,100,3,2
38000,0.6342,1.0000,0.5561,100,3,2
39000,0.5888,1.0000,0.5879,100,3,2
40000,0.4745,1.0000,0.6679,100,3,2
41000,0.5092,1.0000,0.6435,100,3,2
42000,0.6763,1.0000,0.5266,100,3,2
43000,0.7828,1.0000,0.4521,100,3,2
44000,0.6458,1.0000,0.5479,100,3,2
45000,0.5011,1.0000,0.6492,100,3,2
46000,0.5315,1.0000,0.6280,100,3,2
47000,0.6476,1.0000,0.5467,100,3,2
48000,0.6354,1.0000,0.5552,100,3,2
49000,0.5099,1.0000,0.6430,100,3,2
50000,0.4959,1.0000,0.6529,100,3,2
51000,0.5659,1.0000,0.6039,100,3,2
52000,0.6387,1.0000,0.5529,100,3,2
53000,0.5205,1.0000,0.6356,100,3,2
54000,0.5282,1.0000,0.6303,100,3,2
55000,0.6026,1.0000,0.5782,100,3,2
56000,0.6477,1.0000,0.5466,100,3,2
57000,0.7462,1.0000,0.4777,100,3,2
58000,0.7728,1.0000,0.4590,100,3,2
59000,0.7231,1.0000,0.4938,100,3,2
60000,0.7226,1.0000,0.4942,100,3,2
61000,0.0162,0.8000,0.9287,2000,0,2
62000,0.0155,0.8000,0.9291,2000,0,2
63000,0.0160,0.8000,0.9288,2000,0,2
64000,0.0200,0.8000,0.9260,2000,0,2
65000,0.0233,1.0000,0.9837,2000,0,2
66000,0.0252,1.0000,0.9824,2000,0,2
67000,0.0284,1.0000,0.9801,2000,0,2
68000,0.0296,1.0000,0.9793,2000,0,2
69000,0.0221,1.0000,0.9846,2000,0,2
70000,0.0243,1.0000,0.9830,2000,0,2
71000,0.0243,1.0000,0.9830,2000,0,2
72000,0.0245,1.0000,0.9828,2000,0,2
73000,0.0312,1.0000,0.9782,2000,0,2
74000,0.0341,1.0000,0.9761,2000,0,2
75000,0.0292,1.0000,0.9796,2000,0,2
76000,0.0294,1.0000,0.9794,2000,0,2
77000,0.0321,1.0000,0.9775,2000,0,2
78000,0.0337,1.0000,0.9764,2000,0,2
79000,0.0364,1.0000,0.9745,2000,0,2
80000,0.0342,1.0000,0.9761,2000,0,2
81000,0.0320,1.0000,0.9776,2000,0,2
82000,0.0423,1.0000,0.9704,2000,0,2
83000,0.0534,1.0000,0.9626,2000,0,2
84000,0.0447,1.0000,0.9687,2000,0,2
85000,0.0378,1.0000,0.9735,2000,0,2
86000,0.0568,1.0000,0.9602,2000,0,2
87000,0.1082,1.0000,0.9243,2000,0,2
88000,0.1078,1.0000,0.9245,2000,0,2
89000,0.0598,1.0000,0.9581,2000,0,2
90000,0.0580,1.0000,0.9594,2000,0,2
91000,0.0474,1.0000,0.9668,2000,0,2
92000,0.0382,1.0000,0.9733,2000,0,2
93000,0.0466,1.0000,0.9674,2000,0,2
94000,0.0526,1.0000,0.9632,2000,0,2
95000,0.0654,1.0000,0.9542,2000,0,2
96000,0.0705,1.0000,0.9507,2000,0,2
97000,0.0577,1.0000,0.9596,2000,0,2
98000,0.0305,1.0000,0.9787,2000,0,2
99000,0.0252,1.0000,0.9824,2000,0,2
100000,0.0253,1.0000,0.9823,2000,0,2
101000,0.0231,1.0000,0.9839,2000,0,2
102000,0.0196,1.0000,0.9863,2000,0,2
103000,0.0208,1.0000,0.9855,2000,0,2
104000,0.0172,1.0000,0.9880,2000,0,2
105000,0.0190,1.0000,0.9867,2000,0,2
106000,0.0182,1.0000,0.9872,2000,0,2
107000,0.0158,1.0000,0.9889,2000,0,2
108000,0.0156,1.0000,0.9891,2000,0,2
109000,0.0160,1.0000,0.9888,2000,0,2
110000,0.0186,1.0000,0.9870,2000,0,2
111000,0.0198,1.0000,0.9862,2000,0,2
112000,0.0211,1.0000,0.9852,2000,0,2
113000,0.0181,1.0000,0.9873,2000,0,2
114000,0.0194,1.0000,0.9864,2000,0,2
115000,0.0196,1.0000,0.9862,2000,0,2
116000,0.0226,1.0000,0.9842,2000,0,2
117000,0.0264,1.0000,0.9815,2000,0,2
118000,0.0218,1.0000,0.9847,2000,0,2
119000,0.0182,1.0000,0.9873,2000,0,2
120000,0.0202,1.0000,0.9858,2000,0,2
121000,0.0153,1.0000,0.9893,2000,0,2
122000,0.0152,1.0000,0.9893,2000,0,2
123000,0.0161,1.0000,0.9887,2000,0,2
124000,0.0146,1.0000,0.9898,2000,0,2
125000,0.0162,1.0000,0.9887,2000,0,2
126000,0.0165,1.0000,0.9884,2000,0,2
127000,0.0170,1.0000,0.9881,2000,0,2
128000,0.0156,1.0000,0.9891,2000,0,2
129000,0.0169,1.0000,0.9882,2000,0,2
130000,0.0162,1.0000,0.9887,2000,0,2
131000,0.0147,1.0000,0.9897,2000,0,2
132000,0.0146,1.0000,0.9898,2000,0,2
133000,0.0145,1.0000,0.9899,2000,0,2
134000,0.0153,1.0000,0.9893,2000,0,2
135000,0.0152,1.0000,0.9893,2000,0,2
136000,0.0151,1.0000,0.9894,2000,0,2
137000,0.0152,1.0000,0.9894,2000,0,2
138000,0.0154,1.0000,0.9892,2000,0,2
139000,0.0155,1.0000,0.9892,2000,0,2
140000,0.0154,1.0000,0.9892,2000,0,2
141000,0.0146,1.0000,0.9898,2000,0,2
142000,0.0155,1.0000,0.9892,2000,0,2
143000,0.0155,1.0000,0.9892,2000,0,2
144000,0.0155,1.0000,0.9892,2000,0,2
145000,0.0170,1.0000,0.9881,2000,0,2
146000,0.0153,1.0000,0.9893,2000,0,2
147000,0.0153,1.0000,0.9893,2000,0,2
148000,0.0154,1.0000,0.9892,2000,0,2
149000,0.0155,1.0000,0.9892,2000,0,2
150000,0.0155,1.0000,0.9892,2000,0,2
151000,0.0154,1.0000,0.9892,2000,0,2
