idx,label,S,U,CCS,T_adv
0,6,0.000000,1.000000,0.000000,100
1,6,0.020000,0.985389,0.016228,100
2,6,0.040000,0.932870,0.058991,100
3,6,0.060000,1.000000,0.018000,100
4,6,0.080000,0.869035,0.115676,100
5,6,0.100000,0.939845,0.072109,100
6,6,0.120000,0.928853,0.085803,100
7,6,0.140000,0.851063,0.146256,100
8,6,0.160000,0.818378,0.175136,100
9,6,0.180000,0.813096,0.184833,100
10,6,0.200000,0.796754,0.202272,100
11,6,0.220000,0.825312,0.188282,100
12,6,0.240000,0.874929,0.159550,100
13,6,0.260000,0.691478,0.293965,100
14,6,0.280000,0.751473,0.257969,100
15,6,0.300000,0.763233,0.255737,100
16,6,0.320000,0.693991,0.310206,500
17,6,0.340000,0.682850,0.324005,500
18,6,0.360000,0.695518,0.321138,500
19,6,0.380000,0.641823,0.364724,500
20,6,0.400000,0.607922,0.394454,500
21,6,0.420000,0.578726,0.420892,500
22,6,0.440000,0.529094,0.461635,500
23,6,0.460000,0.610523,0.410634,500
24,6,0.480000,0.470318,0.514777,500
25,6,0.500000,0.489991,0.507006,500
26,6,0.520000,0.535341,0.481261,500
27,6,0.540000,0.435630,0.557059,500
28,6,0.560000,0.425380,0.570234,500
29,6,0.580000,0.371592,0.613885,500
30,6,0.600000,0.375736,0.616985,500
31,6,0.620000,0.357933,0.635447,500
32,6,0.640000,0.330390,0.660727,500
33,6,0.660000,0.375451,0.635184,500
34,6,0.680000,0.345710,0.662003,500
35,6,0.700000,0.359463,0.658376,500
36,6,0.720000,0.250187,0.740869,2000
37,6,0.740000,0.251432,0.745997,2000
38,6,0.760000,0.267816,0.740529,2000
39,6,0.780000,0.112835,0.855015,2000
40,4,0.000000,0.983787,0.011349,100
41,4,0.020000,1.000000,0.006000,100
42,4,0.040000,1.000000,0.012000,100
43,4,0.060000,0.961900,0.044670,100
44,4,0.080000,0.933503,0.070548,100
45,4,0.100000,0.870961,0.120327,100
46,4,0.120000,0.876408,0.122514,100
47,4,0.140000,0.829751,0.161175,100
48,4,0.160000,0.865424,0.142203,100
49,4,0.180000,0.788641,0.201951,100
50,4,0.200000,0.835404,0.175217,100
51,4,0.220000,0.842072,0.176550,100
52,4,0.240000,0.788539,0.220023,100
53,4,0.260000,0.708818,0.281827,100
54,4,0.280000,0.666360,0.317548,500
55,4,0.300000,0.773491,0.248556,100
56,4,0.320000,0.566451,0.399484,500
57,4,0.340000,0.584902,0.392569,500
58,4,0.360000,0.694639,0.321753,500
59,4,0.380000,0.652769,0.357062,500
60,4,0.400000,0.686504,0.339447,500
61,4,0.420000,0.584557,0.416810,500
62,4,0.440000,0.567686,0.434620,500
63,4,0.460000,0.557220,0.447946,500
64,4,0.480000,0.565354,0.448252,500
65,4,0.500000,0.519706,0.486206,500
66,4,0.520000,0.524315,0.488980,500
67,4,0.540000,0.385929,0.591850,500
68,4,0.560000,0.410801,0.580439,500
69,4,0.580000,0.414746,0.583678,500
70,4,0.600000,0.353039,0.632872,500
71,4,0.620000,0.370747,0.626477,500
72,11,0.000000,1.000000,0.000000,100
73,11,0.020000,0.958180,0.035274,100
74,11,0.040000,0.964618,0.036768,100
75,11,0.060000,0.973827,0.036321,100
76,11,0.080000,1.000000,0.024000,100
77,11,0.100000,0.907106,0.095026,100
78,11,0.120000,0.867774,0.128558,100
79,11,0.140000,0.725743,0.233980,100
80,11,0.160000,0.830193,0.166865,100
81,11,0.180000,0.821194,0.179164,100
82,11,0.200000,0.832868,0.176993,100
83,11,0.220000,0.713182,0.266773,100
84,11,0.240000,0.764334,0.236966,100
85,11,0.260000,0.683893,0.299275,100
86,11,0.280000,0.654964,0.325525,500
87,11,0.300000,0.667553,0.322713,500
88,11,0.320000,0.776973,0.252119,100
89,11,0.340000,0.672521,0.331235,500
90,11,0.360000,0.611410,0.380013,500
91,11,0.380000,0.666635,0.347355,500
92,11,0.400000,0.631448,0.377986,500
93,11,0.420000,0.616969,0.394122,500
94,11,0.440000,0.592553,0.417213,500
95,11,0.460000,0.615782,0.406952,500
96,11,0.480000,0.469794,0.515144,500
97,11,0.500000,0.594700,0.433710,500
98,11,0.520000,0.479113,0.520621,500
99,11,0.540000,0.511950,0.503635,500
100,11,0.560000,0.444671,0.556730,500
101,11,0.580000,0.375495,0.611153,500
102,11,0.600000,0.350942,0.634340,500
103,11,0.620000,0.350072,0.640949,500
104,11,0.640000,0.374900,0.629570,500
105,11,0.660000,0.380651,0.631545,500
106,11,0.680000,0.335735,0.668985,500
107,11,0.700000,0.349081,0.665644,500
108,11,0.720000,0.270462,0.726676,2000
109,11,0.740000,0.256943,0.742140,2000
110,11,0.760000,0.272293,0.737395,2000
111,11,0.780000,0.291106,0.730226,2000
112,11,0.800000,0.217181,0.787973,2000
113,11,0.820000,0.192724,0.811093,2000
114,11,0.840000,0.106095,0.877733,2000
115,11,0.860000,0.076855,0.904202,2000
116,11,0.880000,0.121651,0.878844,2000
117,11,0.900000,0.110525,0.892632,2000
118,11,0.920000,0.115718,0.894997,2000
119,11,0.940000,0.000000,0.982000,2000
120,11,0.960000,0.059964,0.946025,2000
121,11,0.980000,0.068648,0.945947,2000
122,11,1.000000,0.014909,0.989564,2000
123,11,1.000000,0.043109,0.969824,2000
124,11,1.000000,0.016946,0.988138,2000
125,11,1.000000,0.025715,0.981999,2000
126,11,1.000000,0.005534,0.996126,2000
127,11,1.000000,0.000000,1.000000,2000
128,11,1.000000,0.046501,0.967450,2000
129,11,1.000000,0.000000,1.000000,2000
130,11,1.000000,0.064112,0.955122,2000
131,11,1.000000,0.087740,0.938582,2000
132,11,1.000000,0.000000,1.000000,2000
133,11,1.000000,0.090885,0.936380,2000
134,11,1.000000,0.079866,0.944094,2000
135,11,1.000000,0.015616,0.989069,2000
136,11,1.000000,0.008487,0.994059,2000
137,11,1.000000,0.000000,1.000000,2000
138,11,1.000000,0.021354,0.985052,2000
139,11,1.000000,0.033213,0.976751,2000
140,11,1.000000,0.000000,1.000000,2000
141,11,1.000000,0.025960,0.981828,2000
142,11,1.000000,0.052159,0.963489,2000
143,11,1.000000,0.081053,0.943263,2000
144,11,1.000000,0.049537,0.965324,2000
145,11,1.000000,0.000000,1.000000,2000
146,11,1.000000,0.000000,1.000000,2000
147,11,1.000000,0.000000,1.000000,2000
148,11,1.000000,0.018244,0.987229,2000
149,11,1.000000,0.124780,0.912654,2000
150,11,1.000000,0.013261,0.990718,2000
151,11,1.000000,0.000000,1.000000,2000
152,11,1.000000,0.000000,1.000000,2000
153,11,1.000000,0.000000,1.000000,2000
154,11,1.000000,0.000000,1.000000,2000
155,11,1.000000,0.055605,0.961077,2000
156,11,1.000000,0.000000,1.000000,2000
157,11,1.000000,0.000000,1.000000,2000
158,11,1.000000,0.015514,0.989140,2000
159,11,1.000000,0.063838,0.955314,2000
160,11,1.000000,0.000000,1.000000,2000
161,11,1.000000,0.008942,0.993741,2000
162,11,1.000000,0.000000,1.000000,2000
163,11,1.000000,0.014112,0.990121,2000
164,11,1.000000,0.000000,1.000000,2000
165,11,1.000000,0.000000,1.000000,2000
166,11,1.000000,0.000000,1.000000,2000
167,11,1.000000,0.000000,1.000000,2000
168,11,1.000000,0.087221,0.938945,2000
169,11,1.000000,0.000000,1.000000,2000
170,11,1.000000,0.000000,1.000000,2000
171,6,0.000000,1.000000,0.000000,100
172,6,0.020000,0.992260,0.011418,100
173,6,0.040000,1.000000,0.012000,100
174,6,0.060000,0.896118,0.090718,100
175,6,0.080000,0.932966,0.070924,100
176,6,0.100000,0.894472,0.103870,100
177,6,0.120000,0.861179,0.133175,100
178,6,0.140000,0.857565,0.141704,100
179,6,0.160000,0.853979,0.150215,100
180,6,0.180000,0.800247,0.193827,100
181,6,0.200000,0.838107,0.173325,100
182,6,0.220000,0.720809,0.261434,100
183,6,0.240000,0.731634,0.259856,100
184,6,0.260000,0.694202,0.292059,100
185,6,0.280000,0.742818,0.264028,100
186,6,0.300000,0.691672,0.305829,500
187,6,0.320000,0.728892,0.285775,100
188,6,0.340000,0.720524,0.297633,100
189,6,0.360000,0.639287,0.360499,500
190,6,0.380000,0.607334,0.388866,500
191,6,0.400000,0.572568,0.419203,500
192,6,0.420000,0.586437,0.415494,500
193,6,0.440000,0.581695,0.424814,500
194,6,0.460000,0.537448,0.461787,500
195,6,0.480000,0.517616,0.481669,500
196,6,0.500000,0.579991,0.444007,500
197,6,0.520000,0.494317,0.509978,500
198,6,0.540000,0.489223,0.519544,500
199,6,0.560000,0.383830,0.599319,500
200,6,0.580000,0.487532,0.532728,500
201,6,0.600000,0.396499,0.602451,500
202,6,0.620000,0.338995,0.648703,500
203,6,0.640000,0.376560,0.628408,500
204,6,0.660000,0.306996,0.683103,500
205,6,0.680000,0.306581,0.689393,500
206,6,0.700000,0.309187,0.693569,500
207,6,0.720000,0.314014,0.696190,500
208,6,0.740000,0.319197,0.698562,500
209,6,0.760000,0.181348,0.801056,2000
210,6,0.780000,0.177580,0.809694,2000
211,6,0.800000,0.193481,0.804563,2000
212,6,0.820000,0.178901,0.820769,2000
213,6,0.840000,0.268933,0.763747,2000
214,6,0.860000,0.170519,0.838637,2000
215,6,0.880000,0.092429,0.899300,2000
216,6,0.900000,0.080738,0.913483,2000
217,6,0.920000,0.000000,0.976000,2000
218,6,0.940000,0.093568,0.916503,2000
219,6,0.960000,0.000000,0.988000,2000
220,6,0.980000,0.093719,0.928397,2000
221,6,1.000000,0.000000,1.000000,2000
222,6,1.000000,0.000000,1.000000,2000
223,6,1.000000,0.000000,1.000000,2000
224,6,1.000000,0.024522,0.982835,2000
225,6,1.000000,0.000000,1.000000,2000
226,6,1.000000,0.000000,1.000000,2000
227,6,1.000000,0.053673,0.962429,2000
228,6,1.000000,0.083143,0.941800,2000
229,6,1.000000,0.000000,1.000000,2000
230,6,1.000000,0.007066,0.995054,2000
231,6,1.000000,0.000000,1.000000,2000
232,6,1.000000,0.022381,0.984333,2000
233,6,1.000000,0.000000,1.000000,2000
234,6,1.000000,0.000000,1.000000,2000
235,6,1.000000,0.037839,0.973513,2000
236,6,1.000000,0.046384,0.967531,2000
237,6,1.000000,0.000000,1.000000,2000
238,6,1.000000,0.045337,0.968264,2000
239,6,1.000000,0.000000,1.000000,2000
240,6,1.000000,0.000000,1.000000,2000
241,6,1.000000,0.000000,1.000000,2000
242,6,1.000000,0.000000,1.000000,2000
243,6,1.000000,0.000000,1.000000,2000
244,6,1.000000,0.000000,1.000000,2000
245,6,1.000000,0.078668,0.944932,2000
246,6,1.000000,0.000000,1.000000,2000
247,6,1.000000,0.000000,1.000000,2000
248,6,1.000000,0.054494,0.961854,2000
249,6,1.000000,0.000000,1.000000,2000
250,6,1.000000,0.057626,0.959662,2000
251,6,1.000000,0.046721,0.967295,2000
252,6,1.000000,0.000000,1.000000,2000
253,6,1.000000,0.024100,0.983130,2000
254,6,1.000000,0.131928,0.907650,2000
255,6,1.000000,0.000000,1.000000,2000
256,6,1.000000,0.023419,0.983607,2000
257,6,1.000000,0.007288,0.994899,2000
258,6,1.000000,0.010829,0.992419,2000
259,6,1.000000,0.000000,1.000000,2000
260,6,1.000000,0.000000,1.000000,2000
261,6,1.000000,0.005406,0.996216,2000
262,3,0.000000,0.954193,0.032065,100
263,3,0.020000,1.000000,0.006000,100
264,3,0.040000,0.965431,0.036198,100
265,3,0.060000,1.000000,0.018000,100
266,3,0.080000,0.880613,0.107571,100
267,3,0.100000,0.864726,0.124692,100
268,3,0.120000,0.860658,0.133539,100
269,3,0.140000,0.897408,0.113814,100
270,3,0.160000,0.824312,0.170981,100
271,3,0.180000,0.953242,0.086730,100
272,3,0.200000,0.855526,0.161132,100
273,3,0.220000,0.715638,0.265053,100
274,3,0.240000,0.754203,0.244058,100
275,3,0.260000,0.740733,0.259487,100
276,3,0.280000,0.748496,0.260053,100
277,3,0.300000,0.817984,0.217411,100
278,3,0.320000,0.735426,0.281202,100
279,3,0.340000,0.637163,0.355986,500
280,3,0.360000,0.524623,0.440764,500
281,8,0.000000,0.973821,0.018325,100
282,8,0.020000,0.996149,0.008695,100
283,8,0.040000,0.931385,0.060031,100
284,6,0.000000,0.961315,0.027080,100
285,6,0.020000,0.953973,0.038219,100
286,6,0.040000,1.000000,0.012000,100
287,6,0.060000,0.965314,0.042280,100
288,6,0.080000,0.980919,0.037357,100
289,6,0.100000,0.873997,0.118202,100
290,6,0.120000,0.851498,0.139951,100
291,6,0.140000,0.802951,0.179934,100
292,6,0.160000,0.855974,0.148818,100
293,6,0.180000,0.828945,0.173739,100
294,6,0.200000,0.807566,0.194704,100
295,6,0.220000,0.738158,0.249289,100
296,6,0.240000,0.790355,0.218752,100
297,6,0.260000,0.759265,0.246514,100
298,6,0.280000,0.742554,0.264212,100
299,6,0.300000,0.646822,0.337225,500
300,6,0.320000,0.740213,0.277851,100
301,6,0.340000,0.682377,0.324336,500
302,6,0.360000,0.632524,0.365233,500
303,6,0.380000,0.694982,0.327513,500
304,6,0.400000,0.570076,0.420947,500
305,6,0.420000,0.592811,0.411032,500
306,6,0.440000,0.529423,0.461404,500
307,6,0.460000,0.454754,0.519672,500
308,6,0.480000,0.442674,0.534129,500
309,6,0.500000,0.445559,0.538109,500
310,6,0.520000,0.462330,0.532369,500
311,6,0.540000,0.469433,0.533397,500
312,6,0.560000,0.498006,0.519396,500
313,6,0.580000,0.446778,0.561255,500
314,6,0.600000,0.448633,0.565957,500
315,6,0.620000,0.305811,0.671932,500
316,6,0.640000,0.293693,0.686415,500
317,6,0.660000,0.361851,0.644704,500
318,6,0.680000,0.278763,0.708866,2000
319,6,0.700000,0.369066,0.651654,500
320,6,0.720000,0.320598,0.691582,500
321,6,0.740000,0.384757,0.652670,500
322,6,0.760000,0.189708,0.795204,2000
323,6,0.780000,0.203883,0.791282,2000
324,6,0.800000,0.225987,0.781809,2000
325,6,0.820000,0.172571,0.825200,2000
326,6,0.840000,0.192890,0.816977,2000
327,6,0.860000,0.105195,0.884363,2000
328,6,0.880000,0.135064,0.869455,2000
329,2,0.000000,1.000000,0.000000,100
330,2,0.020000,1.000000,0.006000,100
331,2,0.040000,1.000000,0.012000,100
332,2,0.060000,0.834451,0.133884,100
333,2,0.080000,0.911906,0.085666,100
334,2,0.100000,0.842274,0.140408,100
335,2,0.120000,0.861492,0.132955,100
