idx,label,S,U,CCS,T_adv
0,1,0.000000,1.000000,0.000000,100
1,1,0.020000,0.932620,0.053166,100
2,1,0.040000,0.935937,0.056844,100
3,1,0.060000,0.891653,0.093843,100
4,1,0.080000,0.909400,0.087420,100
5,1,0.100000,0.893934,0.104246,100
6,1,0.120000,0.909786,0.099150,100
7,1,0.140000,0.791413,0.188011,100
8,1,0.160000,0.783968,0.199223,100
9,1,0.180000,0.890874,0.130388,100
10,1,0.200000,0.866873,0.153189,100
11,1,0.220000,0.834283,0.182002,100
12,1,0.240000,0.826091,0.193736,100
13,0,0.000000,1.000000,0.000000,100
14,0,0.020000,0.909406,0.069415,100
15,0,0.040000,0.883077,0.093846,100
16,0,0.060000,0.979436,0.032395,100
17,0,0.080000,0.909619,0.087267,100
18,0,0.100000,0.906711,0.095302,100
19,0,0.120000,0.962963,0.061926,100
20,0,0.140000,0.870946,0.132338,100
21,0,0.160000,0.760245,0.215828,100
22,0,0.180000,0.771488,0.213958,100
23,0,0.200000,0.742556,0.240211,100
24,0,0.220000,0.676708,0.292304,100
25,0,0.240000,0.764485,0.236861,100
26,0,0.260000,0.752669,0.251132,100
27,0,0.280000,0.584785,0.374650,500
28,0,0.300000,0.699683,0.300222,500
29,0,0.320000,0.767379,0.258835,100
30,0,0.340000,0.659096,0.340633,500
31,0,0.360000,0.676043,0.334770,500
32,0,0.380000,0.598761,0.394867,500
33,0,0.400000,0.574486,0.417860,500
34,0,0.420000,0.614439,0.395893,500
35,0,0.440000,0.607933,0.406447,500
36,0,0.460000,0.574839,0.435612,500
37,0,0.480000,0.462019,0.520587,500
38,0,0.500000,0.450756,0.534471,500
39,0,0.520000,0.628906,0.415766,500
40,0,0.540000,0.466345,0.535559,500
41,0,0.560000,0.381994,0.600604,500
42,0,0.580000,0.392062,0.599557,500
43,0,0.600000,0.383717,0.611398,500
44,0,0.620000,0.388912,0.613762,500
45,0,0.640000,0.408665,0.605935,500
46,0,0.660000,0.347536,0.654725,500
47,0,0.680000,0.265518,0.718137,2000
48,0,0.700000,0.401005,0.629297,500
49,0,0.720000,0.339379,0.678435,500
50,0,0.740000,0.280835,0.725416,2000
51,0,0.760000,0.215198,0.777361,2000
52,0,0.780000,0.107258,0.858919,2000
53,0,0.800000,0.244904,0.768567,2000
54,0,0.820000,0.253882,0.768283,2000
55,0,0.840000,0.077697,0.897612,2000
56,0,0.860000,0.140666,0.859534,2000
57,0,0.880000,0.075131,0.911408,2000
58,0,0.900000,0.040068,0.941952,2000
59,0,0.920000,0.049189,0.941567,2000
60,0,0.940000,0.039107,0.954625,2000
61,0,0.960000,0.120871,0.903391,2000
62,0,0.980000,0.033283,0.970702,2000
