idx,label,S,U,CCS,T_adv
0,9,0.000000,1.000000,0.000000,100
1,9,0.020000,1.000000,0.006000,100
2,9,0.040000,0.960771,0.039460,100
3,9,0.060000,0.980614,0.031570,100
4,9,0.080000,0.877114,0.110020,100
5,9,0.100000,0.850461,0.134677,100
6,9,0.120000,0.860772,0.133459,100
7,9,0.140000,0.886405,0.121516,100
8,9,0.160000,0.845219,0.156346,100
9,9,0.180000,0.817856,0.181501,100
10,9,0.200000,0.767468,0.222772,100
11,9,0.220000,0.847730,0.172589,100
12,9,0.240000,0.717615,0.269670,100
13,9,0.260000,0.693814,0.292330,100
14,9,0.280000,0.699216,0.294549,100
15,9,0.300000,0.693524,0.304533,500
16,9,0.320000,0.674503,0.323848,500
17,9,0.340000,0.574851,0.399605,500
18,9,0.360000,0.664789,0.342648,500
19,9,0.380000,0.636667,0.368333,500
20,9,0.400000,0.647956,0.366431,500
21,9,0.420000,0.497889,0.477478,500
22,9,0.440000,0.524348,0.464956,500
23,9,0.460000,0.607469,0.412772,500
24,9,0.480000,0.410575,0.556597,500
25,9,0.500000,0.526757,0.481270,500
26,9,0.520000,0.447355,0.542852,500
27,9,0.540000,0.440949,0.553336,500
28,9,0.560000,0.394262,0.592016,500
29,9,0.580000,0.395043,0.597470,500
30,9,0.600000,0.391795,0.605743,500
31,9,0.620000,0.426930,0.587149,500
32,9,0.640000,0.316228,0.670640,500
33,9,0.660000,0.316135,0.676706,500
34,9,0.680000,0.333691,0.670416,500
35,9,0.700000,0.268968,0.721722,2000
36,9,0.720000,0.341447,0.676987,500
37,9,0.740000,0.361960,0.668628,500
38,9,0.760000,0.268131,0.740308,2000
39,9,0.780000,0.284068,0.735153,2000
40,9,0.800000,0.174699,0.817711,2000
41,9,0.820000,0.239056,0.778661,2000
42,9,0.840000,0.171129,0.832209,2000
43,9,0.860000,0.111586,0.879890,2000
44,9,0.880000,0.122484,0.878261,2000
45,9,0.900000,0.179515,0.844339,2000
46,9,0.920000,0.133058,0.882860,2000
47,9,0.940000,0.052019,0.945587,2000
48,5,0.000000,0.965526,0.024132,100
49,5,0.020000,1.000000,0.006000,100
50,5,0.040000,0.862715,0.108100,100
51,5,0.060000,0.970043,0.038970,100
52,5,0.080000,0.898471,0.095070,100
53,5,0.100000,0.828323,0.150174,100
54,5,0.120000,0.889963,0.113026,100
55,5,0.140000,0.811018,0.174287,100
56,5,0.160000,0.924454,0.100882,100
57,5,0.180000,0.814802,0.183639,100
58,5,0.200000,0.778359,0.215149,100
59,5,0.220000,0.688404,0.284117,100
60,5,0.240000,0.696492,0.284456,100
61,5,0.260000,0.745240,0.256332,100
62,5,0.280000,0.810604,0.216578,100
63,5,0.300000,0.708655,0.293942,100
64,5,0.320000,0.706858,0.301199,500
65,5,0.340000,0.715879,0.300885,500
66,5,0.360000,0.567620,0.410666,500
67,5,0.380000,0.543666,0.433434,500
68,5,0.400000,0.577181,0.415973,500
69,5,0.420000,0.579573,0.420299,500
