idx,label,S,U,CCS,T_adv
0,1,0.000000,1.000000,0.000000,100
1,1,0.020000,1.000000,0.006000,100
2,1,0.040000,1.000000,0.012000,100
3,1,0.060000,0.916696,0.076313,100
4,1,0.080000,0.919729,0.080190,100
5,5,0.000000,0.991164,0.006185,100
6,5,0.020000,0.907139,0.071003,100
7,5,0.040000,1.000000,0.012000,100
8,5,0.060000,0.871584,0.107891,100
9,5,0.080000,0.906219,0.089647,100
10,5,0.100000,0.892526,0.105232,100
11,5,0.120000,0.843606,0.145476,100
12,5,0.140000,0.847440,0.148792,100
13,5,0.160000,0.918804,0.104837,100
14,6,0.000000,0.916489,0.058458,100
15,6,0.020000,1.000000,0.006000,100
16,6,0.040000,0.922084,0.066541,100
17,6,0.060000,0.952696,0.051113,100
18,6,0.080000,0.913632,0.084457,100
19,6,0.100000,0.831319,0.148077,100
20,6,0.120000,0.924928,0.088550,100
21,6,0.140000,0.830324,0.160773,100
22,6,0.160000,0.843041,0.157871,100
23,6,0.180000,0.830677,0.172526,100
24,6,0.200000,0.752206,0.233456,100
25,6,0.220000,0.817137,0.194004,100
26,6,0.240000,0.796812,0.214232,100
27,6,0.260000,0.793579,0.222495,100
28,6,0.280000,0.639384,0.336431,500
29,6,0.300000,0.763477,0.255566,100
30,6,0.320000,0.738639,0.278953,100
31,6,0.340000,0.615459,0.371179,500
32,8,0.000000,1.000000,0.000000,100
33,8,0.020000,1.000000,0.006000,100
34,8,0.040000,1.000000,0.012000,100
35,8,0.060000,0.857935,0.117445,100
36,8,0.080000,0.999241,0.024531,100
37,8,0.100000,0.890197,0.106862,100
38,8,0.120000,0.805909,0.171864,100
39,8,0.140000,0.943360,0.081648,100
40,8,0.160000,0.843639,0.157453,100
41,8,0.180000,0.731502,0.241949,100
42,8,0.200000,0.887908,0.138464,100
43,8,0.220000,0.813384,0.196631,100
44,8,0.240000,0.782063,0.224556,100
45,8,0.260000,0.747743,0.254580,100
46,8,0.280000,0.678965,0.308725,500
47,8,0.300000,0.648824,0.335824,500
48,8,0.320000,0.704843,0.302610,500
49,8,0.340000,0.666649,0.335346,500
50,8,0.360000,0.661548,0.344916,500
51,8,0.380000,0.603539,0.391522,500
52,8,0.400000,0.618704,0.386907,500
53,8,0.420000,0.591701,0.411810,500
54,8,0.440000,0.589882,0.419082,500
55,8,0.460000,0.513162,0.478787,500
56,8,0.480000,0.461303,0.521088,500
57,8,0.500000,0.468267,0.522213,500
58,8,0.520000,0.424374,0.558938,500
59,5,0.000000,1.000000,0.000000,100
60,0,0.000000,1.000000,0.000000,100
61,0,0.020000,0.995073,0.009449,100
62,0,0.040000,0.989706,0.019206,100
63,0,0.060000,0.911976,0.079617,100
64,0,0.080000,0.864306,0.118986,100
65,0,0.100000,0.927408,0.080814,100
66,0,0.120000,0.860867,0.133393,100
67,0,0.140000,0.886150,0.121695,100
68,0,0.160000,0.878054,0.133362,100
69,0,0.180000,0.832622,0.171164,100
70,0,0.200000,0.762545,0.226218,100
71,0,0.220000,0.737661,0.249637,100
72,0,0.240000,0.817615,0.199669,100
73,0,0.260000,0.642906,0.327966,500
74,0,0.280000,0.784066,0.235154,100
75,0,0.300000,0.585270,0.380311,500
76,0,0.320000,0.677278,0.321905,500
77,0,0.340000,0.751271,0.276111,100
78,0,0.360000,0.622251,0.372424,500
79,0,0.380000,0.593979,0.398214,500
80,0,0.400000,0.577689,0.415618,500
81,0,0.420000,0.628190,0.386267,500
82,0,0.440000,0.531136,0.460205,500
83,0,0.460000,0.515705,0.477006,500
