timestamp_ms,u,s,ccs,interval_ms,pred_label,true_label_4
0,0.4202,1.0000,0.7059,100,3,2
100,0.4245,1.0000,0.7029,100,3,2
200,0.4245,1.0000,0.7029,100,3,2
300,0.4202,1.0000,0.7059,100,3,2
400,0.4206,1.0000,0.7056,100,3,2
500,0.4202,1.0000,0.7059,100,3,2
600,0.4202,1.0000,0.7059,100,3,2
700,0.4202,1.0000,0.7059,100,3,2
800,0.4163,1.0000,0.7086,100,3,2
900,0.4202,1.0000,0.7059,100,3,2
1000,0.4202,1.0000,0.7059,100,3,2
1100,0.4162,1.0000,0.7086,100,3,2
1200,0.4162,1.0000,0.7086,100,3,2
1300,0.4202,1.0000,0.7059,100,3,2
1400,0.4202,1.0000,0.7059,100,3,2
1500,0.4202,1.0000,0.7059,100,3,2
1600,0.4202,1.0000,0.7059,100,3,2
1700,0.4202,1.0000,0.7059,100,3,2
1800,0.4202,1.0000,0.7059,100,3,2
1900,0.4245,1.0000,0.7029,100,3,2
2000,0.4286,1.0000,0.7000,100,3,2
2100,0.4240,1.0000,0.7032,100,3,2
2200,0.4038,1.0000,0.7173,100,3,2
2300,0.4125,1.0000,0.7113,100,3,2
2400,0.4083,1.0000,0.7142,100,3,2
2500,0.4125,1.0000,0.7113,100,3,2
2600,0.4125,1.0000,0.7113,100,3,2
2700,0.4340,1.0000,0.6962,100,3,2
2800,0.4336,1.0000,0.6965,100,3,2
2900,0.4128,1.0000,0.7110,100,3,2
3000,0.4336,1.0000,0.6965,100,3,2
3100,0.4336,1.0000,0.6965,100,3,2
3200,0.4336,1.0000,0.6965,100,3,2
3300,0.4336,1.0000,0.6964,100,3,2
3400,0.4340,1.0000,0.6962,100,3,2
3500,0.4336,1.0000,0.6965,100,3,2
3600,0.4336,1.0000,0.6965,100,3,2
3700,0.4287,1.0000,0.6999,100,3,2
3800,0.4340,1.0000,0.6962,100,3,2
3900,0.4245,1.0000,0.7028,100,3,2
4000,0.4245,1.0000,0.7028,100,3,2
4100,0.4246,1.0000,0.7028,100,3,2
4200,0.4450,1.0000,0.6885,100,3,2
4300,0.4246,1.0000,0.7028,100,3,2
4400,0.4249,1.0000,0.7025,100,3,2
4500,0.4249,1.0000,0.7025,100,3,2
4600,0.4453,1.0000,0.6883,100,3,2
4700,0.4296,1.0000,0.6993,100,3,2
4800,0.4246,1.0000,0.7028,100,3,2
4900,0.4249,1.0000,0.7026,100,3,2
5000,0.4249,1.0000,0.7026,100,3,2
5100,0.4249,1.0000,0.7026,100,3,2
5200,0.4296,1.0000,0.6993,100,3,2
5300,0.4249,1.0000,0.7026,100,3,2
5400,0.4249,1.0000,0.7026,100,3,2
5500,0.4086,1.0000,0.7140,100,3,2
5600,0.4249,1.0000,0.7025,100,3,2
5700,0.4248,1.0000,0.7026,100,3,2
5800,0.4245,1.0000,0.7028,100,3,2
5900,0.4039,1.0000,0.7173,100,3,2
6000,0.4039,1.0000,0.7173,100,3,2
6100,0.4245,1.0000,0.7029,100,3,2
6200,0.4125,1.0000,0.7113,100,3,2
6300,0.4078,1.0000,0.7146,100,3,2
6400,0.4038,1.0000,0.7173,100,3,2
6500,0.4038,1.0000,0.7173,100,3,2
6600,0.4039,1.0000,0.7173,100,3,2
6700,0.4038,1.0000,0.7173,100,3,2
6800,0.4078,1.0000,0.7146,100,3,2
6900,0.4077,1.0000,0.7146,100,3,2
7000,0.4038,1.0000,0.7173,100,3,2
7100,0.4039,1.0000,0.7173,100,3,2
7200,0.4039,1.0000,0.7173,100,3,2
7300,0.4078,1.0000,0.7146,100,3,2
7400,0.4078,1.0000,0.7146,100,3,2
7500,0.4038,1.0000,0.7173,100,3,2
7600,0.4078,1.0000,0.7146,100,3,2
7700,0.4034,1.0000,0.7176,100,3,2
7800,0.4240,1.0000,0.7032,100,3,2
7900,0.4078,1.0000,0.7146,100,3,2
8000,0.4039,1.0000,0.7173,100,3,2
8100,0.4078,1.0000,0.7146,100,3,2
8200,0.4077,1.0000,0.7146,100,3,2
8300,0.4078,1.0000,0.7146,100,3,2
8400,0.4078,1.0000,0.7146,100,3,2
8500,0.3913,1.0000,0.7261,100,3,2
8600,0.4078,1.0000,0.7146,100,3,2
8700,0.4078,1.0000,0.7146,100,3,2
8800,0.4077,1.0000,0.7146,100,3,2
8900,0.3913,1.0000,0.7261,100,3,2
9000,0.3913,1.0000,0.7261,100,3,2
9100,0.4078,1.0000,0.7145,100,3,2
9200,0.4077,1.0000,0.7146,100,3,2
9300,0.4077,1.0000,0.7146,100,3,2
9400,0.3913,1.0000,0.7261,100,3,2
9500,0.4077,1.0000,0.7146,100,3,2
9600,0.3868,1.0000,0.7292,100,3,2
9700,0.4074,1.0000,0.7148,100,3,2
9800,0.4038,1.0000,0.7173,100,3,2
9900,0.3865,1.0000,0.7294,100,3,2
10000,0.3998,1.0000,0.7202,100,3,2
10100,0.4039,1.0000,0.7173,100,3,2
10200,0.3998,1.0000,0.7201,100,3,2
10300,0.3998,1.0000,0.7202,100,3,2
10400,0.3998,1.0000,0.7201,100,3,2
10500,0.3997,1.0000,0.7202,100,3,2
10600,0.3997,1.0000,0.7202,100,3,2
10700,0.4031,1.0000,0.7178,100,3,2
10800,0.3831,1.0000,0.7318,100,3,2
10900,0.4031,1.0000,0.7178,100,3,2
11000,0.3998,1.0000,0.7202,100,3,2
11100,0.3868,1.0000,0.7292,100,3,2
11200,0.4034,1.0000,0.7176,100,3,2
11300,0.3998,1.0000,0.7201,100,3,2
11400,0.3831,1.0000,0.7318,100,3,2
11500,0.3831,1.0000,0.7318,100,3,2
11600,0.3831,1.0000,0.7318,100,3,2
11700,0.3868,1.0000,0.7292,100,3,2
11800,0.3865,1.0000,0.7294,100,3,2
11900,0.3868,1.0000,0.7292,100,3,2
12000,0.4078,1.0000,0.7145,100,3,2
12100,0.4078,1.0000,0.7146,100,3,2
12200,0.3913,1.0000,0.7261,100,3,2
12300,0.3913,1.0000,0.7261,100,3,2
12400,0.3913,1.0000,0.7261,100,3,2
12500,0.3913,1.0000,0.7261,100,3,2
12600,0.4078,1.0000,0.7146,100,3,2
12700,0.3913,1.0000,0.7261,100,3,2
12800,0.3913,1.0000,0.7261,100,3,2
12900,0.4086,1.0000,0.7140,100,3,2
13000,0.4125,1.0000,0.7112,100,3,2
13100,0.4125,1.0000,0.7113,100,3,2
13200,0.3876,1.0000,0.7287,100,3,2
13300,0.4086,1.0000,0.7140,100,3,2
13400,0.3873,1.0000,0.7289,100,3,2
13500,0.4125,1.0000,0.7112,100,3,2
13600,0.3832,1.0000,0.7318,100,3,2
13700,0.4038,1.0000,0.7173,100,3,2
13800,0.4077,1.0000,0.7146,100,3,2
13900,0.3868,1.0000,0.7292,100,3,2
14000,0.4034,1.0000,0.7176,100,3,2
14100,0.3998,1.0000,0.7201,100,3,2
14200,0.4034,1.0000,0.7176,100,3,2
14300,0.3998,1.0000,0.7202,100,3,2
14400,0.4034,1.0000,0.7176,100,3,2
14500,0.3868,1.0000,0.7293,100,3,2
14600,0.4077,1.0000,0.7146,100,3,2
14700,0.3998,1.0000,0.7201,100,3,2
14800,0.4034,1.0000,0.7176,100,3,2
14900,0.4034,1.0000,0.7176,100,3,2
15000,0.4034,1.0000,0.7176,100,3,2
15100,0.4074,1.0000,0.7148,100,3,2
15200,0.3868,1.0000,0.7292,100,3,2
15300,0.4034,1.0000,0.7176,100,3,2
15400,0.3998,1.0000,0.7201,100,3,2
15500,0.4078,1.0000,0.7146,100,3,2
15600,0.4078,1.0000,0.7146,100,3,2
15700,0.4078,1.0000,0.7146,100,3,2
15800,0.4082,1.0000,0.7142,100,3,2
15900,0.4078,1.0000,0.7146,100,3,2
16000,0.4039,1.0000,0.7173,100,3,2
16100,0.4038,1.0000,0.7173,100,3,2
16200,0.3868,1.0000,0.7292,100,3,2
16300,0.3868,1.0000,0.7292,100,3,2
16400,0.3868,1.0000,0.7292,100,3,2
16500,0.3868,1.0000,0.7292,100,3,2
16600,0.4034,1.0000,0.7176,100,3,2
16700,0.4034,1.0000,0.7176,100,3,2
16800,0.3824,1.0000,0.7323,100,3,2
16900,0.3827,1.0000,0.7321,100,3,2
17000,0.4034,1.0000,0.7176,100,3,2
17100,0.3868,1.0000,0.7292,100,3,2
17200,0.3827,1.0000,0.7321,100,3,2
17300,0.4034,1.0000,0.7176,100,3,2
17400,0.3827,1.0000,0.7321,100,3,2
17500,0.3824,1.0000,0.7323,100,3,2
17600,0.3824,1.0000,0.7323,100,3,2
17700,0.3824,1.0000,0.7323,100,3,2
17800,0.4034,1.0000,0.7177,100,3,2
17900,0.3868,1.0000,0.7292,100,3,2
18000,0.3868,1.0000,0.7292,100,3,2
18100,0.3868,1.0000,0.7292,100,3,2
18200,0.3868,1.0000,0.7292,100,3,2
18300,0.3868,1.0000,0.7292,100,3,2
18400,0.3912,1.0000,0.7261,100,3,2
18500,0.3702,1.0000,0.7409,100,3,2
18600,0.3868,1.0000,0.7292,100,3,2
18700,0.3913,1.0000,0.7261,100,3,2
18800,0.3912,1.0000,0.7261,100,3,2
18900,0.3868,1.0000,0.7293,100,3,2
19000,0.3868,1.0000,0.7292,100,3,2
19100,0.3868,1.0000,0.7293,100,3,2
19200,0.3868,1.0000,0.7292,100,3,2
19300,0.3868,1.0000,0.7292,100,3,2
19400,0.3873,1.0000,0.7289,100,3,2
19500,0.3868,1.0000,0.7292,100,3,2
19600,0.3868,1.0000,0.7292,100,3,2
19700,0.3868,1.0000,0.7292,100,3,2
19800,0.3702,1.0000,0.7409,100,3,2
19900,0.3702,1.0000,0.7409,100,3,2
20000,0.3868,1.0000,0.7292,100,3,2
20100,0.3868,1.0000,0.7292,100,3,2
20200,0.3912,1.0000,0.7262,100,3,2
20300,0.3865,1.0000,0.7294,100,3,2
20400,0.3865,1.0000,0.7294,100,3,2
20500,0.3865,1.0000,0.7294,100,3,2
20600,0.3865,1.0000,0.7294,100,3,2
20700,0.3699,1.0000,0.7411,100,3,2
20800,0.3699,1.0000,0.7411,100,3,2
20900,0.3865,1.0000,0.7294,100,3,2
21000,0.3702,1.0000,0.7409,100,3,2
21100,0.3868,1.0000,0.7293,100,3,2
21200,0.3865,1.0000,0.7294,100,3,2
21300,0.3865,1.0000,0.7294,100,3,2
21400,0.3699,1.0000,0.7411,100,3,2
21500,0.3699,1.0000,0.7411,100,3,2
21600,0.3699,1.0000,0.7411,100,3,2
21700,0.3702,1.0000,0.7409,100,3,2
21800,0.3702,1.0000,0.7409,100,3,2
21900,0.3912,1.0000,0.7261,100,3,2
22000,0.3868,1.0000,0.7292,100,3,2
22100,0.3868,1.0000,0.7292,100,3,2
22200,0.3702,1.0000,0.7409,100,3,2
22300,0.3868,1.0000,0.7292,100,3,2
22400,0.3868,1.0000,0.7292,100,3,2
22500,0.3868,1.0000,0.7292,100,3,2
22600,0.4077,1.0000,0.7146,100,3,2
22700,0.4077,1.0000,0.7146,100,3,2
22800,0.3868,1.0000,0.7292,100,3,2
22900,0.3868,1.0000,0.7292,100,3,2
23000,0.4034,1.0000,0.7176,100,3,2
23100,0.4077,1.0000,0.7146,100,3,2
23200,0.3868,1.0000,0.7292,100,3,2
23300,0.4034,1.0000,0.7176,100,3,2
23400,0.4034,1.0000,0.7176,100,3,2
23500,0.4034,1.0000,0.7176,100,3,2
23600,0.4031,1.0000,0.7178,100,3,2
23700,0.3824,1.0000,0.7323,100,3,2
23800,0.3991,1.0000,0.7206,100,3,2
23900,0.4034,1.0000,0.7176,100,3,2
24000,0.3991,1.0000,0.7206,100,3,2
24100,0.4031,1.0000,0.7178,100,3,2
24200,0.3868,1.0000,0.7292,100,3,2
24300,0.3868,1.0000,0.7292,100,3,2
24400,0.4074,1.0000,0.7148,100,3,2
24500,0.4077,1.0000,0.7146,100,3,2
24600,0.3910,1.0000,0.7263,100,3,2
24700,0.3913,1.0000,0.7261,100,3,2
24800,0.3913,1.0000,0.7261,100,3,2
24900,0.4125,1.0000,0.7113,100,3,2
25000,0.3913,1.0000,0.7261,100,3,2
25100,0.3865,1.0000,0.7294,100,3,2
25200,0.3912,1.0000,0.7262,100,3,2
25300,0.3868,1.0000,0.7292,100,3,2
25400,0.3912,1.0000,0.7261,100,3,2
25500,0.3952,1.0000,0.7233,100,3,2
25600,0.3791,1.0000,0.7347,100,3,2
25700,0.3787,1.0000,0.7349,100,3,2
25800,0.3787,1.0000,0.7349,100,3,2
25900,0.3787,1.0000,0.7349,100,3,2
26000,0.3952,1.0000,0.7234,100,3,2
26100,0.3952,1.0000,0.7234,100,3,2
26200,0.3953,1.0000,0.7233,100,3,2
26300,0.3952,1.0000,0.7233,100,3,2
26400,0.3952,1.0000,0.7234,100,3,2
26500,0.3952,1.0000,0.7234,100,3,2
26600,0.4116,1.0000,0.7119,100,3,2
26700,0.4116,1.0000,0.7119,100,3,2
26800,0.4116,1.0000,0.7119,100,3,2
26900,0.3952,1.0000,0.7233,100,3,2
27000,0.3952,1.0000,0.7233,100,3,2
27100,0.3952,1.0000,0.7233,100,3,2
27200,0.3952,1.0000,0.7233,100,3,2
27300,0.4116,1.0000,0.7119,100,3,2
27400,0.3905,1.0000,0.7267,100,3,2
27500,0.4031,1.0000,0.7178,100,3,2
27600,0.3905,1.0000,0.7267,100,3,2
27700,0.4031,1.0000,0.7178,100,3,2
27800,0.4031,1.0000,0.7178,100,3,2
27900,0.3824,1.0000,0.7323,100,3,2
28000,0.3824,1.0000,0.7323,100,3,2
28100,0.3824,1.0000,0.7323,100,3,2
28200,0.3787,1.0000,0.7349,100,3,2
28300,0.3787,1.0000,0.7349,100,3,2
28400,0.3787,1.0000,0.7349,100,3,2
28500,0.3787,1.0000,0.7349,100,3,2
28600,0.3824,1.0000,0.7323,100,3,2
28700,0.3824,1.0000,0.7323,100,3,2
