timestamp_ms,u,s,ccs,interval_ms,pred_label,true_label_4
0,0.4001,1.0000,0.7199,100,1,1
100,0.3712,1.0000,0.7402,100,1,1
200,0.3878,1.0000,0.7286,100,1,1
300,0.3460,1.0000,0.7578,100,1,1
400,0.2950,1.0000,0.7935,100,1,1
500,0.3114,1.0000,0.7820,100,1,1
600,0.3393,1.0000,0.7625,100,1,1
700,0.3504,1.0000,0.7547,100,1,1
800,0.3393,1.0000,0.7625,100,1,1
900,0.2883,1.0000,0.7982,100,1,1
1000,0.2231,1.0000,0.8438,100,1,1
1100,0.2772,1.0000,0.8059,100,1,1
1200,0.2487,1.0000,0.8259,100,1,1
1300,0.2380,1.0000,0.8334,100,1,1
1400,0.2410,1.0000,0.8313,100,1,1
1500,0.2606,1.0000,0.8176,100,1,1
1600,0.2654,1.0000,0.8142,100,1,1
1700,0.3010,1.0000,0.7893,100,1,1
1800,0.3177,1.0000,0.7776,100,1,1
1900,0.4479,1.0000,0.6864,100,1,1
2000,0.3996,1.0000,0.7203,100,1,1
2100,0.4224,1.0000,0.7043,100,1,1
2200,0.3527,1.0000,0.7531,100,1,1
2300,0.2897,1.0000,0.7972,100,1,1
2400,0.2301,1.0000,0.8390,500,1,1
2500,0.1975,1.0000,0.8617,500,1,1
2600,0.1828,1.0000,0.8720,500,1,1
2700,0.1922,1.0000,0.8654,500,1,1
2800,0.3019,1.0000,0.7887,500,1,1
2900,0.4181,1.0000,0.7073,500,1,1
3000,0.4612,1.0000,0.6772,500,1,1
3100,0.3340,1.0000,0.7662,500,1,1
3200,0.3725,1.0000,0.7392,500,1,1
3300,0.3418,1.0000,0.7608,500,1,1
3400,0.2467,1.0000,0.8273,500,1,1
3500,0.1776,1.0000,0.8757,500,1,1
3600,0.1718,1.0000,0.8797,500,1,1
3700,0.1449,1.0000,0.8985,500,1,1
3800,0.1404,1.0000,0.9017,500,1,1
3900,0.1237,1.0000,0.9134,500,1,1
4000,0.1159,1.0000,0.9188,500,1,1
4100,0.1678,1.0000,0.8825,500,1,1
4200,0.2068,1.0000,0.8552,500,1,1
4300,0.2238,1.0000,0.8433,500,1,1
4400,0.2290,1.0000,0.8397,500,1,1
4500,0.2358,1.0000,0.8349,500,1,1
4600,0.2600,1.0000,0.8180,500,1,1
4700,0.2930,1.0000,0.7949,500,1,1
4800,0.1536,1.0000,0.8925,500,1,1
4900,0.1413,1.0000,0.9011,2000,1,1
5000,0.2313,1.0000,0.8381,2000,1,1
5100,0.1828,1.0000,0.8720,2000,1,1
5200,0.1340,1.0000,0.9062,2000,1,1
5300,0.1266,1.0000,0.9114,2000,1,1
5400,0.1397,1.0000,0.9022,2000,1,1
5500,0.1487,1.0000,0.8959,2000,1,1
5600,0.1575,1.0000,0.8897,2000,1,1
5700,0.1650,1.0000,0.8845,2000,1,1
5800,0.1549,1.0000,0.8916,2000,1,1
5900,0.1790,1.0000,0.8747,2000,1,1
6000,0.1715,1.0000,0.8799,2000,1,1
6100,0.1605,1.0000,0.8877,2000,1,1
6200,0.1680,1.0000,0.8824,2000,1,1
6300,0.1741,1.0000,0.8781,2000,1,1
6400,0.2008,1.0000,0.8595,2000,1,1
6500,0.1913,1.0000,0.8661,2000,1,1
6600,0.1928,1.0000,0.8650,2000,1,1
6700,0.1411,1.0000,0.9012,2000,1,1
6800,0.1268,1.0000,0.9113,2000,1,1
6900,0.1218,1.0000,0.9148,2000,1,1
7000,0.1465,1.0000,0.8975,2000,1,1
7100,0.1575,1.0000,0.8898,2000,1,1
7200,0.1763,1.0000,0.8766,2000,1,1
7300,0.1913,1.0000,0.8661,2000,1,1
7400,0.2423,1.0000,0.8304,500,1,1
7500,0.2874,1.0000,0.7988,500,1,1
7600,0.3472,1.0000,0.7570,500,1,1
7700,0.4412,1.0000,0.6911,500,1,1
7800,0.4467,1.0000,0.6873,500,1,1
7900,0.4861,1.0000,0.6597,500,1,1
8000,0.5065,1.0000,0.6455,500,1,1
8100,0.4934,1.0000,0.6546,500,1,1
8200,0.5005,1.0000,0.6497,500,1,1
8300,0.5134,1.0000,0.6406,500,1,1
8400,0.5162,1.0000,0.6387,500,1,1
8500,0.5608,1.0000,0.6075,500,1,1
8600,0.7866,1.0000,0.4494,500,1,1
8700,0.8610,1.0000,0.3973,500,1,1
8800,0.6749,1.0000,0.5276,500,1,1
8900,0.6789,1.0000,0.5248,500,1,1
9000,0.6458,1.0000,0.5479,500,1,1
9100,0.6725,1.0000,0.5293,500,1,1
9200,0.6014,1.0000,0.5790,500,1,1
9300,0.6039,1.0000,0.5773,500,1,1
9400,0.5365,1.0000,0.6245,100,1,1
9500,0.4815,1.0000,0.6630,100,1,1
9600,0.5744,1.0000,0.5979,100,1,1
9700,0.3515,1.0000,0.7539,100,1,1
9800,0.1552,1.0000,0.8913,100,1,1
9900,0.1317,1.0000,0.9078,100,1,1
10000,0.1355,1.0000,0.9052,100,1,1
10100,0.1295,1.0000,0.9093,100,1,1
10200,0.1331,1.0000,0.9069,100,1,1
10300,0.1181,1.0000,0.9173,100,1,1
10400,0.1040,1.0000,0.9272,100,1,1
10500,0.1145,1.0000,0.9198,100,1,1
10600,0.2012,1.0000,0.8591,100,1,1
10700,0.4624,1.0000,0.6763,100,1,1
10800,0.2156,1.0000,0.8491,100,1,1
10900,0.1076,1.0000,0.9247,100,1,1
11000,0.1060,1.0000,0.9258,100,1,1
11100,0.1143,1.0000,0.9200,100,1,1
11200,0.1053,1.0000,0.9263,100,1,1
11300,0.0939,1.0000,0.9343,100,1,1
11400,0.1053,1.0000,0.9263,2000,1,1
11500,0.1195,1.0000,0.9164,2000,1,1
11600,0.2600,1.0000,0.8180,2000,1,1
11700,0.6336,1.0000,0.5565,2000,1,1
11800,0.7816,1.0000,0.4529,2000,1,1
11900,0.7228,1.0000,0.4940,2000,1,1
12000,0.4683,1.0000,0.6722,2000,1,1
12100,0.4199,1.0000,0.7061,2000,1,1
12200,0.3797,1.0000,0.7342,2000,1,1
12300,0.2876,1.0000,0.7987,2000,1,1
12400,0.2136,1.0000,0.8505,2000,1,1
12500,0.1997,1.0000,0.8602,2000,1,1
12600,0.2208,1.0000,0.8454,2000,1,1
12700,0.3469,1.0000,0.7572,2000,1,1
12800,0.6817,1.0000,0.5228,2000,1,1
12900,0.6012,1.0000,0.5791,2000,1,1
13000,0.5248,1.0000,0.6326,2000,1,1
13100,0.5481,1.0000,0.6163,2000,1,1
13200,0.6066,1.0000,0.5754,2000,1,1
13300,0.5346,1.0000,0.6258,2000,1,1
13400,0.4315,1.0000,0.6979,100,1,1
13500,0.3993,1.0000,0.7205,100,1,1
13600,0.3690,1.0000,0.7417,100,1,1
13700,0.3156,1.0000,0.7790,100,1,1
13800,0.3375,1.0000,0.7638,100,1,1
13900,0.3116,1.0000,0.7819,100,1,1
14000,0.2895,1.0000,0.7974,100,1,1
14100,0.2857,1.0000,0.8000,100,1,1
14200,0.2954,1.0000,0.7932,100,1,1
14300,0.3533,1.0000,0.7527,100,1,1
14400,0.3884,1.0000,0.7281,100,1,1
14500,0.4314,1.0000,0.6980,100,1,1
14600,0.4330,1.0000,0.6969,100,1,1
14700,0.4709,1.0000,0.6703,100,1,1
14800,0.5778,1.0000,0.5955,100,1,1
14900,0.5115,1.0000,0.6419,100,1,1
15000,0.3644,1.0000,0.7450,100,1,1
15100,0.3917,1.0000,0.7258,100,1,1
15200,0.3849,1.0000,0.7306,100,1,1
15300,0.3917,1.0000,0.7258,100,1,1
15400,0.3313,1.0000,0.7681,100,1,1
15500,0.3316,1.0000,0.7678,100,1,1
15600,0.3763,1.0000,0.7366,100,1,1
15700,0.4459,1.0000,0.6879,100,1,1
15800,0.7069,1.0000,0.5052,100,1,1
15900,0.7504,1.0000,0.4747,100,1,1
16000,0.5917,1.0000,0.5858,100,1,1
16100,0.5547,1.0000,0.6117,100,1,1
16200,0.5747,1.0000,0.5977,100,1,1
16300,0.4769,1.0000,0.6662,100,1,1
16400,0.4375,1.0000,0.6938,100,1,1
16500,0.4037,1.0000,0.7174,100,1,1
16600,0.4290,1.0000,0.6997,100,1,1
16700,0.4329,1.0000,0.6969,100,1,1
16800,0.4836,1.0000,0.6615,100,1,1
16900,0.4940,1.0000,0.6542,100,1,1
17000,0.4783,1.0000,0.6652,100,1,1
17100,0.5275,1.0000,0.6307,100,1,1
17200,0.6818,1.0000,0.5227,100,1,1
17300,0.6993,1.0000,0.5105,100,1,1
17400,0.6904,1.0000,0.5167,100,1,1
17500,0.7080,1.0000,0.5044,100,1,1
17600,0.7228,1.0000,0.4940,100,1,1
17700,0.5819,1.0000,0.5927,100,1,1
17800,0.4902,1.0000,0.6569,100,1,1
17900,0.5477,1.0000,0.6166,100,1,1
18000,0.5734,1.0000,0.5986,100,1,1
18100,0.5279,1.0000,0.6305,100,1,1
18200,0.5484,1.0000,0.6161,100,1,1
18300,0.5937,1.0000,0.5844,100,1,1
18400,0.6404,1.0000,0.5517,100,1,1
18500,0.6822,1.0000,0.5224,100,1,1
18600,0.6503,1.0000,0.5448,100,1,1
18700,0.5057,1.0000,0.6460,100,1,1
18800,0.6109,1.0000,0.5724,100,1,1
18900,0.5856,1.0000,0.5901,100,1,1
19000,0.4669,1.0000,0.6732,100,1,1
19100,0.3134,1.0000,0.7807,100,1,1
19200,0.2689,1.0000,0.8118,500,1,1
19300,0.2441,1.0000,0.8291,500,1,1
19400,0.1684,1.0000,0.8821,500,1,1
19500,0.1323,1.0000,0.9074,500,1,1
19600,0.1648,1.0000,0.8846,500,1,1
19700,0.1766,1.0000,0.8764,500,1,1
19800,0.1951,1.0000,0.8634,500,1,1
19900,0.1433,1.0000,0.8997,500,1,1
20000,0.1146,1.0000,0.9198,500,1,1
20100,0.0894,1.0000,0.9374,500,1,1
20200,0.0669,1.0000,0.9532,500,1,1
20300,0.0524,1.0000,0.9633,500,1,1
20400,0.0471,1.0000,0.9671,500,1,1
20500,0.0423,1.0000,0.9704,500,1,1
20600,0.0638,1.0000,0.9553,500,1,1
20700,0.1490,1.0000,0.8957,500,1,1
20800,0.1994,1.0000,0.8604,500,1,1
20900,0.2700,1.0000,0.8110,500,1,1
21000,0.4122,1.0000,0.7114,500,1,1
21100,0.4373,1.0000,0.6939,500,1,1
21200,0.3150,1.0000,0.7795,500,1,1
21300,0.3064,1.0000,0.7855,500,1,1
21400,0.3534,1.0000,0.7527,500,1,1
21500,0.3463,1.0000,0.7576,500,1,1
21600,0.3862,1.0000,0.7296,100,1,1
21700,0.4209,1.0000,0.7053,100,1,1
21800,0.6077,1.0000,0.5746,100,1,1
21900,0.8092,1.0000,0.4336,100,1,1
22000,0.8820,1.0000,0.3826,100,1,1
22100,0.7612,1.0000,0.4672,100,1,1
22200,0.5326,1.0000,0.6272,100,1,1
22300,0.4078,1.0000,0.7145,100,1,1
22400,0.3883,1.0000,0.7282,100,1,1
22500,0.2928,1.0000,0.7950,100,1,1
22600,0.2569,1.0000,0.8202,100,1,1
22700,0.2633,1.0000,0.8157,100,1,1
22800,0.2795,1.0000,0.8043,100,1,1
22900,0.2836,1.0000,0.8015,100,1,1
23000,0.3034,1.0000,0.7876,100,1,1
23100,0.5411,1.0000,0.6213,100,1,1
23200,0.6442,1.0000,0.5490,100,1,1
23300,0.3350,1.0000,0.7655,100,1,1
23400,0.2798,1.0000,0.8042,100,1,1
23500,0.3082,1.0000,0.7843,100,1,1
23600,0.2770,1.0000,0.8061,500,1,1
23700,0.2803,1.0000,0.8038,500,1,1
23800,0.3102,1.0000,0.7829,500,1,1
23900,0.3369,1.0000,0.7642,500,1,1
24000,0.3979,1.0000,0.7215,500,1,1
24100,0.7166,1.0000,0.4984,500,1,1
24200,0.8054,1.0000,0.4362,500,1,1
24300,0.5143,1.0000,0.6400,500,1,1
24400,0.5054,1.0000,0.6462,500,1,1
24500,0.4409,1.0000,0.6914,500,1,1
24600,0.3714,1.0000,0.7400,500,1,1
24700,0.3589,1.0000,0.7488,500,1,1
24800,0.3696,1.0000,0.7413,500,1,1
24900,0.3805,1.0000,0.7336,500,1,1
25000,0.3347,1.0000,0.7657,500,1,1
25100,0.4260,1.0000,0.7018,500,1,1
25200,0.4829,1.0000,0.6620,500,1,1
25300,0.4473,1.0000,0.6869,500,1,1
25400,0.4707,1.0000,0.6705,500,1,1
25500,0.4697,1.0000,0.6712,500,1,1
25600,0.4343,1.0000,0.6960,100,1,1
25700,0.4097,1.0000,0.7132,100,1,1
25800,0.4115,1.0000,0.7120,100,1,1
25900,0.4018,1.0000,0.7188,100,1,1
26000,0.3978,1.0000,0.7216,100,1,1
26100,0.5204,1.0000,0.6357,100,1,1
26200,0.5536,1.0000,0.6125,100,1,1
26300,0.5440,1.0000,0.6192,100,1,1
26400,0.4980,1.0000,0.6514,100,1,1
26500,0.5882,1.0000,0.5883,100,1,1
26600,0.5743,1.0000,0.5980,100,1,1
26700,0.5229,1.0000,0.6340,100,1,1
26800,0.5405,1.0000,0.6217,100,1,1
26900,0.5088,1.0000,0.6438,100,1,1
27000,0.5675,1.0000,0.6027,100,1,1
27100,0.7750,1.0000,0.4575,100,1,1
27200,0.6615,1.0000,0.5370,100,1,1
27300,0.4771,1.0000,0.6660,100,1,1
27400,0.4917,1.0000,0.6558,100,1,1
27500,0.4848,1.0000,0.6606,100,1,1
27600,0.4724,1.0000,0.6693,100,1,1
27700,0.4702,1.0000,0.6709,100,1,1
27800,0.4380,1.0000,0.6934,100,1,1
27900,0.4041,1.0000,0.7171,100,1,1
28000,0.3865,1.0000,0.7295,100,1,1
28100,0.5342,1.0000,0.6261,100,1,1
28200,0.4921,1.0000,0.6555,100,1,1
28300,0.3592,1.0000,0.7486,100,1,1
28400,0.2806,1.0000,0.8036,500,1,1
28500,0.2176,1.0000,0.8477,500,1,1
28600,0.2114,1.0000,0.8521,500,1,1
28700,0.2175,1.0000,0.8477,500,1,1
28800,0.1798,1.0000,0.8741,500,1,1
28900,0.1802,1.0000,0.8739,500,1,1
29000,0.2054,1.0000,0.8562,500,1,1
29100,0.3026,1.0000,0.7882,500,1,1
29200,0.2521,1.0000,0.8235,500,1,1
29300,0.1590,1.0000,0.8887,500,1,1
29400,0.1425,1.0000,0.9003,500,1,1
29500,0.1510,1.0000,0.8943,500,1,1
29600,0.1436,1.0000,0.8995,500,1,1
29700,0.0925,1.0000,0.9352,500,1,1
29800,0.0721,1.0000,0.9496,500,1,1
29900,0.0655,1.0000,0.9542,500,1,1
30000,0.0725,1.0000,0.9493,500,1,1
30100,0.1349,1.0000,0.9056,500,1,1
30200,0.1896,1.0000,0.8673,500,1,1
30300,0.2043,1.0000,0.8570,500,1,1
30400,0.2194,1.0000,0.8464,500,1,1
30500,0.2032,1.0000,0.8578,500,1,1
30600,0.1790,1.0000,0.8747,500,1,1
30700,0.1682,1.0000,0.8823,500,1,1
30800,0.1651,1.0000,0.8845,500,1,1
30900,0.1585,1.0000,0.8890,500,1,1
31000,0.1868,1.0000,0.8692,500,1,1
31100,0.3680,1.0000,0.7424,100,1,1
31200,0.4583,1.0000,0.6792,100,1,1
31300,0.3367,1.0000,0.7643,100,1,1
31400,0.3475,1.0000,0.7567,100,1,1
31500,0.3474,1.0000,0.7568,100,1,1
31600,0.3387,1.0000,0.7629,100,1,1
31700,0.3654,1.0000,0.7442,100,1,1
31800,0.4135,1.0000,0.7105,100,1,1
31900,0.4419,1.0000,0.6907,100,1,1
32000,0.5280,1.0000,0.6304,100,1,1
32100,0.5905,1.0000,0.5867,100,1,1
32200,0.3685,1.0000,0.7421,100,1,1
32300,0.2665,1.0000,0.8134,100,1,1
32400,0.2294,1.0000,0.8394,100,1,1
32500,0.2188,1.0000,0.8469,100,1,1
32600,0.2317,1.0000,0.8378,100,1,1
32700,0.2418,1.0000,0.8307,100,1,1
32800,0.2613,1.0000,0.8171,100,1,1
32900,0.2692,1.0000,0.8116,100,1,1
33000,0.2747,1.0000,0.8077,100,1,1
33100,0.1952,1.0000,0.8634,500,1,1
33200,0.2688,1.0000,0.8119,500,1,1
33300,0.2530,1.0000,0.8229,500,1,1
33400,0.2994,1.0000,0.7904,500,1,1
33500,0.3057,1.0000,0.7860,500,1,1
33600,0.2736,1.0000,0.8085,500,1,1
33700,0.2474,1.0000,0.8268,500,1,1
33800,0.2246,1.0000,0.8428,500,1,1
