idx,label,S,U,CCS,T_adv
0,1,0.0000,1.0000,0.0000,100
1,1,0.0200,0.9326,0.0532,100
2,1,0.0400,0.9359,0.0568,100
3,1,0.0600,0.8917,0.0938,100
4,1,0.0800,0.9094,0.0874,100
5,1,0.1000,0.8939,0.1042,100
6,1,0.1200,0.9098,0.0991,100
7,1,0.1200,0.8114,0.1680,100
8,1,0.1000,0.8440,0.1392,100
9,1,0.0800,0.9909,0.0304,100
10,1,0.0600,1.0000,0.0180,100
11,1,0.0400,1.0000,0.0120,100
12,1,0.0200,1.0000,0.0060,100
13,0,0.0000,1.0000,0.0000,100
14,0,0.0200,0.9094,0.0694,100
15,0,0.0400,0.8831,0.0938,100
16,0,0.0600,0.9794,0.0324,100
17,0,0.0800,0.9096,0.0873,100
18,0,0.1000,0.9067,0.0953,100
19,0,0.1200,0.9630,0.0619,100
20,0,0.1400,0.8709,0.1323,100
21,0,0.1600,0.7602,0.2158,100
22,0,0.1800,0.7715,0.2140,100
23,0,0.2000,0.7426,0.2402,100
24,0,0.2200,0.6767,0.2923,100
25,0,0.2400,0.7645,0.2369,100
26,0,0.2600,0.7527,0.2511,100
27,0,0.2800,0.5848,0.3747,500
28,0,0.3000,0.6997,0.3002,500
29,0,0.3200,0.7674,0.2588,100
30,0,0.3400,0.6591,0.3406,500
31,0,0.3600,0.6760,0.3348,500
32,0,0.3800,0.5988,0.3949,500
33,0,0.4000,0.5745,0.4179,500
34,0,0.4200,0.6144,0.3959,500
35,0,0.4400,0.6079,0.4064,500
36,0,0.4600,0.5748,0.4356,500
37,0,0.4800,0.4620,0.5206,500
38,0,0.5000,0.4508,0.5345,500
39,0,0.5200,0.6289,0.4158,500
40,0,0.5400,0.4663,0.5356,500
41,0,0.5600,0.3820,0.6006,500
42,0,0.5800,0.3921,0.5996,500
43,0,0.6000,0.3837,0.6114,500
44,0,0.6200,0.3889,0.6138,500
45,0,0.6400,0.4087,0.6059,500
46,0,0.6600,0.3475,0.6547,500
47,0,0.6800,0.2655,0.7181,2000
48,0,0.7000,0.4010,0.6293,500
49,0,0.7200,0.3394,0.6784,500
50,0,0.7400,0.2808,0.7254,2000
51,0,0.7400,0.2352,0.7574,2000
52,0,0.7200,0.1673,0.7989,2000
53,0,0.7000,0.3449,0.6686,500
54,0,0.6800,0.3939,0.6283,500
55,0,0.6600,0.2577,0.7176,2000
56,0,0.6400,0.3607,0.6395,500
57,0,0.6200,0.3351,0.6514,500
58,0,0.6000,0.3401,0.6420,500
59,0,0.5800,0.3892,0.6016,500
60,0,0.5600,0.4191,0.5746,500
61,0,0.5400,0.5409,0.4834,500
62,0,0.5200,0.4933,0.5107,500
63,0,0.5000,0.5436,0.4695,500
64,0,0.4800,0.5761,0.4408,500
65,0,0.4600,0.5428,0.4580,500
66,0,0.4400,0.5478,0.4485,500
67,0,0.4200,0.5199,0.4621,500
68,0,0.4000,0.6078,0.3945,500
69,0,0.3800,0.6308,0.3725,500
70,0,0.3600,0.7379,0.2915,100
71,0,0.3400,0.6152,0.3713,500
72,0,0.3200,0.6578,0.3355,500
73,0,0.3000,0.6707,0.3205,500
74,0,0.2800,0.7843,0.2350,100
75,0,0.2600,0.7077,0.2826,100
76,0,0.2400,0.7577,0.2416,100
77,0,0.2200,0.7687,0.2279,100
78,0,0.2000,0.7774,0.2158,100
79,0,0.1800,0.6863,0.2736,100
80,0,0.1600,0.7921,0.1935,100
81,0,0.1400,0.8121,0.1736,100
82,0,0.1200,0.8555,0.1372,100
83,0,0.1000,0.8775,0.1157,100
84,0,0.0800,0.8861,0.1037,100
85,0,0.0600,0.9343,0.0640,100
86,0,0.0400,1.0000,0.0120,100
87,0,0.0200,0.9656,0.0301,100
88,6,0.0000,1.0000,0.0000,100
89,6,0.0200,1.0000,0.0060,100
90,6,0.0200,0.9685,0.0281,100
91,7,0.0000,0.9947,0.0037,100
92,7,0.0200,1.0000,0.0060,100
93,7,0.0400,0.9227,0.0661,100
94,7,0.0600,0.9471,0.0550,100
95,7,0.0400,0.9175,0.0698,100
96,7,0.0200,0.9953,0.0093,100
97,11,0.0000,1.0000,0.0000,100
98,11,0.0200,0.9918,0.0117,100
99,11,0.0400,0.9549,0.0436,100
100,11,0.0600,0.9307,0.0665,100
101,11,0.0800,0.8669,0.1172,100
102,11,0.1000,0.8190,0.1567,100
103,11,0.1200,0.9827,0.0481,100
104,11,0.1400,0.8646,0.1368,100
105,11,0.1600,0.8916,0.1239,100
106,11,0.1800,0.8022,0.1925,100
107,11,0.2000,0.7769,0.2161,100
108,11,0.2200,0.8163,0.1946,100
109,11,0.2200,0.7548,0.2376,100
110,11,0.2000,0.7224,0.2543,100
111,11,0.1800,0.8156,0.1831,100
112,11,0.1600,0.8419,0.1587,100
113,11,0.1400,0.8417,0.1528,100
114,11,0.1200,0.9232,0.0898,100
115,11,0.1000,0.8598,0.1282,100
116,11,0.0800,1.0000,0.0240,100
117,11,0.0600,0.9263,0.0696,100
118,11,0.0400,1.0000,0.0120,100
119,11,0.0200,1.0000,0.0060,100
120,10,0.0000,0.9524,0.0333,100
121,10,0.0200,1.0000,0.0060,100
122,10,0.0400,0.9479,0.0485,100
123,10,0.0600,0.9081,0.0823,100
124,10,0.0800,0.8531,0.1268,100
125,10,0.1000,0.9681,0.0524,100
126,10,0.1200,0.8553,0.1373,100
127,10,0.1400,0.8183,0.1692,100
128,10,0.1600,0.8433,0.1577,100
129,10,0.1800,0.8895,0.1314,100
130,10,0.2000,0.8669,0.1532,100
131,10,0.2200,0.7403,0.2478,100
132,10,0.2400,0.9231,0.1258,100
133,10,0.2600,0.7073,0.2829,100
134,10,0.2800,0.7681,0.2463,100
135,10,0.3000,0.7265,0.2815,100
136,10,0.3200,0.6964,0.3085,500
137,10,0.3400,0.6417,0.3528,500
138,10,0.3600,0.6366,0.3624,500
139,10,0.3800,0.5973,0.3959,500
140,10,0.4000,0.5643,0.4250,500
141,10,0.4200,0.4649,0.5006,500
142,10,0.4400,0.6018,0.4108,500
143,10,0.4600,0.4967,0.4903,500
144,10,0.4800,0.5584,0.4531,500
145,10,0.5000,0.4475,0.5368,500
146,10,0.5200,0.4605,0.5336,500
147,10,0.5400,0.4973,0.5139,500
148,10,0.5600,0.4482,0.5543,500
149,10,0.5800,0.4508,0.5584,500
150,10,0.6000,0.4102,0.5929,500
151,10,0.6200,0.3397,0.6482,500
152,10,0.6400,0.3658,0.6360,500
153,10,0.6600,0.3522,0.6514,500
154,10,0.6800,0.3122,0.6855,500
155,10,0.7000,0.3566,0.6604,500
156,10,0.7200,0.3178,0.6936,500
157,10,0.7400,0.2267,0.7633,2000
158,10,0.7600,0.1477,0.8246,2000
159,10,0.7800,0.2628,0.7500,2000
160,10,0.8000,0.1652,0.8244,2000
161,10,0.8200,0.1649,0.8305,2000
162,10,0.8400,0.2290,0.7917,2000
163,10,0.8600,0.0460,0.9258,2000
164,10,0.8800,0.2045,0.8209,2000
165,10,0.9000,0.1597,0.8582,2000
166,10,0.9200,0.1000,0.9060,2000
167,10,0.9400,0.0376,0.9557,2000
168,10,0.9600,0.0292,0.9676,2000
169,10,0.9800,0.0239,0.9773,2000
170,10,1.0000,0.0000,1.0000,2000
171,10,1.0000,0.0132,0.9907,2000
172,10,1.0000,0.0270,0.9811,2000
173,10,1.0000,0.0000,1.0000,2000
174,10,1.0000,0.0000,1.0000,2000
175,10,1.0000,0.0233,0.9837,2000
176,10,1.0000,0.0012,0.9991,2000
177,10,1.0000,0.0000,1.0000,2000
178,10,1.0000,0.0000,1.0000,2000
179,10,1.0000,0.1263,0.9116,2000
180,10,1.0000,0.0000,1.0000,2000
181,10,1.0000,0.0000,1.0000,2000
182,10,1.0000,0.0000,1.0000,2000
183,10,1.0000,0.0000,1.0000,2000
184,10,1.0000,0.0000,1.0000,2000
185,10,1.0000,0.0000,1.0000,2000
186,10,1.0000,0.0000,1.0000,2000
187,10,1.0000,0.0798,0.9441,2000
188,10,1.0000,0.0000,1.0000,2000
189,10,1.0000,0.0000,1.0000,2000
190,10,1.0000,0.0000,1.0000,2000
191,10,1.0000,0.0185,0.9870,2000
192,10,1.0000,0.0637,0.9554,2000
193,10,1.0000,0.0360,0.9748,2000
194,10,1.0000,0.0613,0.9571,2000
195,10,1.0000,0.0000,1.0000,2000
196,10,0.9800,0.0191,0.9806,2000
197,10,0.9600,0.0319,0.9657,2000
198,10,0.9400,0.1448,0.8807,2000
199,10,0.9200,0.1673,0.8589,2000
200,10,0.9000,0.0287,0.9499,2000
201,10,0.8800,0.0012,0.9632,2000
202,10,0.8600,0.1845,0.8289,2000
203,10,0.8400,0.1993,0.8125,2000
204,10,0.8200,0.2337,0.7824,2000
205,10,0.8000,0.2542,0.7621,2000
206,10,0.7800,0.1733,0.8127,2000
207,10,0.7600,0.2266,0.7694,2000
208,10,0.7400,0.2002,0.7819,2000
209,10,0.7200,0.2241,0.7591,2000
210,10,0.7000,0.3096,0.6933,500
211,10,0.6800,0.3416,0.6649,500
212,10,0.6600,0.3179,0.6755,500
213,10,0.6400,0.2532,0.7147,2000
214,10,0.6200,0.3704,0.6267,500
