ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=2, tag=s4_fixed500, subject=uccs_d3_scan70
11,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
21,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
31,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
41,4736,205600,973.7,TXSD_UCCS_D3_SCAN70_v1
51,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
61,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
71,4892,153100,749.0,TXSD_UCCS_D3_SCAN70_v1
81,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
91,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
101,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
111,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
121,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
131,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
141,4912,59300,291.3,TXSD_UCCS_D3_SCAN70_v1
151,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
161,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
171,4912,60500,297.2,TXSD_UCCS_D3_SCAN70_v1
181,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
191,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
201,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
211,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
221,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
231,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
241,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
251,4740,57200,271.1,TXSD_UCCS_D3_SCAN70_v1
261,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
271,4872,68000,331.3,TXSD_UCCS_D3_SCAN70_v1
281,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
291,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
301,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
311,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
321,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
331,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
341,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
351,4912,59200,290.8,TXSD_UCCS_D3_SCAN70_v1
361,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
371,4908,56700,278.3,TXSD_UCCS_D3_SCAN70_v1
381,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
391,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
401,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
411,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
421,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
431,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
441,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
451,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
461,4868,158700,772.6,TXSD_UCCS_D3_SCAN70_v1
471,4884,157300,768.3,TXSD_UCCS_D3_SCAN70_v1
481,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
491,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
501,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
511,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
521,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
531,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
541,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
551,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
561,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
571,4684,230800,1081.1,TXSD_UCCS_D3_SCAN70_v1
581,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
591,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
601,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
611,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
